model,url,num_classes,input_size,pool_size,crop_pct,interpolation,mean,std,first_conv,classifier,has_aux,label_offset,architecture,min_input_size,fixed_input_size,test_input_size,hf_hub
vit_small_patch32_224_in21k,https://storage.googleapis.com/vit_models/augreg/S_32-i21k-300ep-lr_0.001-aug_light1-wd_0.03-do_0.0-sd_0.0.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_small_patch32_224_in21k,,True,,
vit_small_patch32_384,https://storage.googleapis.com/vit_models/augreg/S_32-i21k-300ep-lr_0.001-aug_light1-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_small_patch32_384,,True,,
vit_small_r26_s32_224,https://storage.googleapis.com/vit_models/augreg/R26_S_32-i21k-300ep-lr_0.001-aug_light0-wd_0.03-do_0.1-sd_0.1--imagenet2012-steps_20k-lr_0.03-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_small_r26_s32_224,,True,,
vit_small_r26_s32_224_in21k,https://storage.googleapis.com/vit_models/augreg/R26_S_32-i21k-300ep-lr_0.001-aug_medium2-wd_0.03-do_0.0-sd_0.0.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_small_r26_s32_224_in21k,,True,,
vit_small_r26_s32_384,https://storage.googleapis.com/vit_models/augreg/R26_S_32-i21k-300ep-lr_0.001-aug_medium2-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.stem.conv,head,,,vit_small_r26_s32_384,,True,,
vit_small_resnet26d_224,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.backbone.conv1.0,head,,,vit_small_resnet26d_224,,True,,
vit_small_resnet50d_s16_224,,1000,"(3, 224, 224)",,0.9,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",patch_embed.backbone.conv1.0,head,,,vit_small_resnet50d_s16_224,,True,,
vit_tiny_patch16_224,https://storage.googleapis.com/vit_models/augreg/Ti_16-i21k-300ep-lr_0.001-aug_none-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_tiny_patch16_224,,True,,
vit_tiny_patch16_224_in21k,https://storage.googleapis.com/vit_models/augreg/Ti_16-i21k-300ep-lr_0.001-aug_none-wd_0.03-do_0.0-sd_0.0.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_tiny_patch16_224_in21k,,True,,
vit_tiny_patch16_384,https://storage.googleapis.com/vit_models/augreg/Ti_16-i21k-300ep-lr_0.001-aug_none-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.proj,head,,,vit_tiny_patch16_384,,True,,
vit_tiny_r_s16_p8_224,https://storage.googleapis.com/vit_models/augreg/R_Ti_16-i21k-300ep-lr_0.001-aug_none-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_224.npz,1000,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.conv,head,,,vit_tiny_r_s16_p8_224,,True,,
vit_tiny_r_s16_p8_224_in21k,https://storage.googleapis.com/vit_models/augreg/R_Ti_16-i21k-300ep-lr_0.001-aug_none-wd_0.03-do_0.0-sd_0.0.npz,21843,"(3, 224, 224)",,0.9,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.conv,head,,,vit_tiny_r_s16_p8_224_in21k,,True,,
vit_tiny_r_s16_p8_384,https://storage.googleapis.com/vit_models/augreg/R_Ti_16-i21k-300ep-lr_0.001-aug_none-wd_0.03-do_0.0-sd_0.0--imagenet2012-steps_20k-lr_0.03-res_384.npz,1000,"(3, 384, 384)",,1.0,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",patch_embed.backbone.conv,head,,,vit_tiny_r_s16_p8_384,,True,,
vovnet39a,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0.conv,head.fc,,,vovnet39a,,,,
vovnet57a,,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",stem.0.conv,head.fc,,,vovnet57a,,,,
wide_resnet50_2,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/wide_resnet50_racm-8234f177.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bicubic,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,wide_resnet50_2,,,,
wide_resnet101_2,https://download.pytorch.org/models/wide_resnet101_2-32ee1156.pth,1000,"(3, 224, 224)","(7, 7)",0.875,bilinear,"(0.485, 0.456, 0.406)","(0.229, 0.224, 0.225)",conv1,fc,,,wide_resnet101_2,,,,
xception,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-cadene/xception-43020ad28.pth,1000,"(3, 299, 299)","(10, 10)",0.8975,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",conv1,fc,,,xception,,,,
xception41,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_xception_41-e6439c97.pth,1000,"(3, 299, 299)","(10, 10)",0.903,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",stem.0.conv,head.fc,,,xception41,,,,
xception65,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_xception_65-c9ae96e8.pth,1000,"(3, 299, 299)","(10, 10)",0.903,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",stem.0.conv,head.fc,,,xception65,,,,
xception71,https://github.com/rwightman/pytorch-image-models/releases/download/v0.1-weights/tf_xception_71-8eec7df1.pth,1000,"(3, 299, 299)","(10, 10)",0.903,bicubic,"(0.5, 0.5, 0.5)","(0.5, 0.5, 0.5)",stem.0.conv,head.fc,,,xception71,,,,
